,mean,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,mfcc_40,mfcc_41,mfcc_42,mfcc_43,mfcc_44,mfcc_45,mfcc_46,mfcc_47,mfcc_48,mfcc_49,gender
20,-0.00012453907,-362.04944,94.01302,-12.431664,20.107239,-12.898472,12.030132,3.5054116,-0.8560106,-14.164589,-2.008507,-13.468878,0.93417126,-4.801459,-0.25322044,-6.7330666,0.89844286,0.48599315,1.662013,-7.699935,-2.146515,-1.0862919,-4.102254,-0.691131,-0.040719923,-3.965466,-0.15670171,-1.3636112,-1.777779,-0.7660292,0.28839722,-2.5150084,2.26355,-1.5626475,-2.8727381,-0.060965385,-0.24520944,-1.3661884,0.5999793,-1.232224,2.0256186,2.0527093,3.120344,-0.065857075,2.9979653,1.4680692,1.0580207,1.4626999,0.97198963,0.65651137,-0.63449335,1
21,1.7137458e-05,-255.33173,111.215385,22.464811,36.25258,12.763215,7.190026,0.2330826,-8.182643,0.5987411,4.233537,-6.615696,9.177212,-8.562141,3.7487333,-2.328519,3.3356965,-5.5396256,2.311948,-9.057843,5.225996,-11.070881,-1.3045303,-6.7472534,-4.670476,-6.4811425,-3.5039768,-5.605947,-2.8238552,-6.5553355,-1.528502,-6.227693,-1.9764084,-6.472116,-3.790117,-7.9334254,-2.1163757,-6.353438,-1.7463135,-4.5656166,-3.6265247,-5.080874,-0.3517696,-5.639939,-1.8477834,-5.0740547,-4.44171,-2.6768348,-2.1178951,-3.623565,-2.3477113,1
22,-3.5518458e-06,-371.78778,107.819695,6.89822,22.167929,-1.6131799,-16.357351,-3.989589,-7.7286296,-4.849324,1.6159804,-17.840675,-1.9271483,-4.5459127,7.4878473,4.7795653,-2.377203,0.8021455,-3.1497173,-4.718529,3.228781,-7.186281,0.9911814,-1.0481153,2.2751477,-0.77837855,3.8480144,-3.8884344,2.0977032,-0.28864506,3.2716439,0.6741917,0.38846645,-2.3063345,-2.680539,-2.5639887,3.118059,0.8585563,2.6312947,0.20764211,1.2770269,3.2844484,2.931529,1.6006333,-0.20755236,-1.0669304,0.89958346,-1.0882,3.1731138,1.0546546,-2.883606,0
23,-5.57219e-06,-292.05334,47.454536,-40.09789,27.66307,5.2256846,-11.230152,-2.6687107,1.0250578,-3.3907545,0.12324915,-2.410035,3.8077123,-4.11088,12.300858,-4.205232,5.7278295,2.2756703,1.6658438,-5.276506,5.3735437,-5.064569,-0.07242078,1.1350629,3.4901936,2.6389487,7.7642784,2.4335878,5.4225545,4.1175632,5.216551,1.585228,6.3545136,5.5278473,6.8467155,3.620812,6.413259,1.1797577,6.2933455,2.250845,2.969189,1.6402551,4.5113125,-0.07700388,-0.115957186,-2.0651255,1.3060794,-1.9570993,1.4814585,0.34117126,0.2572372,0
24,-1.8803688e-05,-261.10275,64.7854,5.7645597,27.041214,7.7446003,10.181248,-14.49399,4.25716,-1.5783179,4.4073234,-0.664639,-3.6261868,2.0831392,3.285361,-5.9575806,0.3607354,-5.172287,3.5465317,-7.767153,-1.6574601,-2.3183303,-0.82279426,-5.441126,3.243992,-6.6331882,1.6927255,-4.5045495,2.5525749,-1.6817698,3.121414,-0.10449591,2.4877584,0.19551133,2.5058784,-0.97805333,5.0721207,2.6331744,5.988939,1.7622099,7.0696363,-0.29831454,3.9922757,-0.21666935,3.4744136,0.093786724,2.6659935,-0.9349104,-0.20998125,-2.5792499,-0.20284304,0
25,1.2778193e-06,-284.35916,77.45994,27.273315,45.930363,7.537749,14.089558,-1.3793936,-0.7192648,-0.25277945,-1.6639452,-8.013719,1.5566736,-8.900536,1.3265204,-0.118237816,3.9352374,-4.470461,3.3300633,-6.8124695,3.0669792,-11.011134,1.5162377,-7.750184,-4.83186,-5.401869,-1.6512438,-7.4476686,-0.599711,-7.290837,-1.489589,-5.9495845,-2.2042189,-6.955689,-2.5364788,-8.15822,-2.4818976,-5.4730535,-1.9363217,-3.346056,-0.88010097,-3.8011892,-0.85354114,-2.2704885,-0.241518,-1.5378368,-0.111070044,-1.246328,1.3810472,-0.4100653,0.6720272,1
26,-4.5188494e-07,-337.46625,95.88172,25.55476,8.501464,10.215159,-8.205903,-11.679272,2.007153,-15.82519,7.1403823,-1.4055814,0.15740032,-2.7424464,7.53303,1.2311954,2.8539047,4.3655324,4.758086,-4.96288,5.3395433,0.5443146,-1.6234663,-2.7689955,4.8173966,-3.6455545,4.0778894,1.8731318,4.7127624,4.097128,6.8496165,3.091507,4.3663306,4.3121424,5.245172,3.2666557,4.2394977,1.7263747,3.174937,0.10856567,2.9591055,-2.2523136,0.8916401,-1.5702448,-1.1650891,-1.4068727,-0.6191582,-2.642465,-1.3927823,-3.0308292,-1.6371738,0
27,-1.0409547e-06,-336.7546,122.91011,6.2765985,-14.565551,-36.99474,-22.376808,2.4225066,-0.51205987,-18.112919,2.5135512,-9.930565,-1.7006087,-7.1651554,-9.298202,-12.552568,-4.8485165,-2.4087546,-7.31829,-5.2295547,-4.636437,-3.4127588,-2.642056,-2.3541427,0.43158585,3.6344073,8.753266,4.4697185,4.1664186,2.2018747,2.4316225,0.58318645,3.1341074,0.41664755,1.6739049,-1.0152059,1.6335887,-0.7818263,-0.40149584,1.257857,-3.2293723,-0.48249355,0.39808887,1.411454,1.1442627,-1.2504916,-1.2406942,-1.7591221,1.0461384,-2.3992121,0.33481556,0
28,4.9474426e-07,-303.83313,75.67871,19.364529,36.00351,-3.4184575,23.63665,-0.77032644,-2.0215454,-0.77552783,7.1284347,-5.330192,4.1744757,-5.161768,2.2149403,0.49033257,8.638329,-5.022826,1.4767017,-3.7995677,6.889994,-11.215642,-1.3521621,-4.68462,-3.0888078,-7.9722404,1.7415029,-6.2683253,-0.5811558,-2.1760585,0.36592823,-1.6794537,-0.2826383,-3.6308613,-0.7942177,-3.2653224,-2.9658766,-3.368994,-2.3633785,-3.4311564,-2.4306843,-4.587845,-2.573302,-2.436215,-1.265053,-1.4087185,-0.47575623,-1.4793658,1.39513,-0.36566538,1.5352808,1
29,-2.8489134e-05,-293.37244,120.749,-13.18164,41.22769,18.112638,-23.017712,11.014276,-0.74696964,-39.181816,7.6918216,-11.610556,-7.8451595,-0.19615,-0.9592111,-4.552391,2.6571136,-7.0608406,-3.8436468,-3.106783,-3.25245,-7.050012,-1.7618837,-7.595593,-6.18512,-0.85558784,-2.1264946,-5.567518,0.5221944,-7.2098365,1.1435144,-2.9711766,0.7275829,-2.86539,-0.67304695,-3.9702415,-1.5225362,-5.03419,-0.39221245,-1.0486472,-3.1083295,-3.6306155,-2.048799,-2.0889678,-1.7032623,-3.0935934,0.14095701,-4.5017223,0.5139198,-1.6829273,0.19335066,1
30,-7.209487e-06,-316.24323,56.61077,-39.56027,19.826254,1.4993628,-6.059561,-0.96123564,1.4900392,-2.1481953,0.03914998,-3.4982255,5.2705407,-4.071132,9.531103,-2.565028,4.03341,1.8509327,3.0095272,-3.950678,6.1464186,-3.2622595,1.7742286,1.5085769,2.8343139,-0.76989883,2.0099347,-0.810477,2.5082915,1.5348668,3.8184342,-1.1913437,2.9757824,4.7440367,5.3858504,2.712138,6.943652,3.4305744,5.2454176,3.976236,6.9509864,2.3489447,3.198064,1.6881639,3.0070038,0.10885813,2.2445588,0.778773,1.2673271,-0.92360395,0.22459339,0
31,-0.00055039616,-180.2048,102.07909,-14.4353285,11.178218,5.4261765,-13.347994,-20.711958,-28.80475,-1.1714678,3.9024136,-10.910335,4.0904145,-1.9050578,4.7414594,-7.4086494,-1.0677841,-10.796052,-4.084276,-5.355635,1.6305058,-5.4075913,-1.3228202,-6.3660874,-0.47076806,-5.4955516,-2.0037105,-1.7832059,1.1082696,-1.6388992,5.4613285,-2.7079225,4.702954,1.4020503,6.307368,4.3050013,7.1407948,3.0739465,7.1639533,1.5157725,3.3700018,1.2678388,0.95562917,-1.1493497,-0.9572592,0.86007357,-0.59833443,-2.3330135,-1.2282176,-2.0007641,0.1343756,0
32,-4.721301e-06,-290.48184,99.03691,-22.052984,29.675913,18.358463,-21.772078,4.33393,-6.899178,-26.029833,5.5170164,-7.5475116,-7.61146,-4.4654436,2.5480163,-4.590288,-3.898694,-10.906246,-0.5388747,-4.030321,0.3135376,-8.297534,-4.206559,-6.4685526,-2.6495957,-2.2246816,-3.6873894,-4.7128825,2.7923894,-4.280769,1.2300639,-2.039764,1.7755153,-2.323547,0.80803555,-1.029256,2.940183,-0.99105734,2.0839057,0.20386866,1.7138206,-0.65786487,1.5656636,-1.8183699,0.30706322,-1.2913046,0.9573919,-2.641069,1.6531115,-1.9900821,-0.62435466,1
33,-6.356849e-06,-298.92148,82.33545,-65.01195,-0.38826704,-28.322006,-13.396015,-17.088774,-7.605152,-20.104738,9.107335,-15.434065,-2.2474763,-0.8149456,-5.1575956,-8.548593,-1.354634,-0.26080638,-6.763147,-2.8538268,3.6679745,-9.446437,-3.6082733,-4.5425916,0.62674844,-7.5054793,-0.060764678,-5.903187,-1.4378235,-4.5904493,-3.3531425,-3.5629675,-1.2125232,0.8885774,0.03427141,0.47709832,4.9118056,0.57724816,2.7757149,0.44980568,4.589466,0.93842983,4.2223887,3.8313572,4.9689345,3.3934276,3.269446,3.8255448,3.0429819,0.21718559,1.9934553,0
34,7.374782e-06,-307.23224,103.769104,-13.192876,24.72128,12.904362,-16.494194,-5.1496153,-8.9924345,-12.164048,2.850113,-2.2210233,1.4709697,-5.8738346,-1.4102376,1.5432873,-15.61893,-1.7209036,7.9345794,-7.0350475,1.7359571,-5.0509934,-5.018009,-4.4790845,2.2127235,-3.2235599,-0.8790304,-3.9883394,0.34917003,-1.444515,2.712906,-3.3726578,2.387138,-3.414035,-1.6585896,-3.2128484,-0.48317513,-1.165332,3.6839604,1.3707817,8.537441,5.879753,14.318686,10.636058,12.322451,8.521672,6.94636,0.93061185,0.9646306,2.017694,1.4521073,0
35,8.101824e-06,-224.89989,106.94544,20.869833,38.323315,-2.9707334,11.902402,-2.5392115,-5.8545575,0.97758454,-2.040979,-6.432932,2.5070589,-9.187291,-0.695895,2.3177783,6.6151037,-7.6816483,3.2032807,-8.912673,2.63542,-14.723441,1.1053306,-6.6510034,-6.515567,-4.112704,-1.8647732,-6.2826915,-1.3231654,-6.3970304,-2.585326,-5.5364294,-0.6698813,-6.52084,2.2342997,-5.093244,-0.4035821,-2.332574,-2.4390323,-2.9878104,-0.8626909,-3.2721136,0.45758542,-1.7315786,-1.5373614,-2.7877326,-1.8892245,-0.67717254,0.13593258,-0.5946535,-1.2005389,1
36,-1.0748121e-06,-360.1874,96.59157,2.598753,30.431456,4.2890577,12.288301,-12.969657,-6.129202,-6.59204,0.42332852,-9.768917,-2.850401,-6.2539363,-8.495918,-8.86823,-3.510715,-9.27022,-4.1190777,-5.531931,-5.5957494,-4.3184953,-3.6661592,-7.374492,-4.374128,-10.43709,-7.4646683,-7.306254,-4.926212,-6.2960577,-4.509804,-6.50957,-2.1378398,-4.2692804,-4.5162854,-5.203678,-4.1316996,-4.8145957,-4.063469,-5.640237,-3.3753111,-4.5334487,-3.741695,-4.4068956,-4.141572,-4.378919,-2.6272216,-5.228157,-3.2047458,-4.689687,-4.0305037,1
37,1.4733031e-05,-280.6324,92.280685,-62.9974,33.636475,8.622894,-39.678673,-26.894878,-15.985165,-15.515997,-4.0416174,-17.991442,-0.3414519,2.8434114,-3.7322776,-2.3261898,4.693674,-12.952476,1.3124361,-5.65433,-0.6090924,-9.303384,0.6205712,0.29577532,15.56986,9.3276615,22.09645,8.1724825,4.053431,-5.918837,-1.792728,2.2577271,5.757822,6.4497657,3.734106,0.04871481,4.46523,3.927172,4.7969604,-2.0384738,-5.0693827,0.8666867,1.9817398,-5.6742907,1.3026494,-3.5419517,3.0427155,-1.4299676,2.7966006,0.39407167,4.7612405,0
38,-8.9444154e-07,-306.39252,89.84517,-14.015906,41.513588,-4.7376337,4.4160924,-6.860951,-2.0161371,-14.521311,8.105297,-14.445783,-9.670311,-0.096482955,-3.8205304,-9.011696,-5.8136287,-17.646772,1.0285946,-3.594302,-11.949877,-4.3722777,0.00010594397,-5.4475317,-1.8640043,-6.672228,-3.005958,-3.3371904,-4.2871675,-4.6600213,-1.2796625,-3.9180675,-1.9275329,-3.4659286,-1.6785219,-3.7757826,-0.87256736,-1.1675518,-3.5983257,-3.7486763,-2.9136586,-5.0109477,-2.1134417,-0.9371553,-5.532495,-3.6958072,-0.8893458,-1.472303,1.4838918,-2.6599355,-1.2848297,1
