,mean,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,mfcc_40,mfcc_41,mfcc_42,mfcc_43,mfcc_44,mfcc_45,mfcc_46,mfcc_47,mfcc_48,mfcc_49,gender
698,1.1281506e-06,-351.16623,97.33943,0.59861827,27.065092,-1.3005183,6.4729886,-5.474589,-7.0983353,-8.110871,-1.8320792,-8.505495,-2.0236259,-5.794248,-4.7076297,-8.239517,-0.29395038,-9.061648,-4.8173575,-3.432534,-5.4458833,-6.0398793,-3.4717565,-6.8894186,-4.323671,-8.195849,-5.035402,-7.553983,-5.317874,-4.353135,-4.0331,-6.0835404,-2.0418758,-5.545718,-3.3622186,-4.8887806,-4.342054,-3.4384084,-2.9589667,-4.9843125,-2.6668658,-3.888316,-3.1984286,-4.5269666,-3.826787,-4.48257,-2.6201549,-3.5897079,-2.3898737,-4.424393,-4.2249293,1
699,-2.0686837e-06,-329.85352,83.360405,2.1499538,17.119577,9.278553,6.107415,-4.607799,-15.65872,5.9590077,0.048374295,-20.486912,-2.299154,1.2453159,3.4273376,0.18466784,3.8649273,2.5370073,2.515339,1.445082,-3.2291825,1.7031375,5.3227196,1.4085283,5.3377867,-7.0827546,8.142875,-4.2754736,6.394641,2.7899928,-2.057134,-1.3121732,7.7612104,-1.8895742,-3.671026,-2.5320392,-1.4444811,-0.32952303,-1.7513196,-0.4692724,-1.400328,2.7610393,8.155414,-2.4644248,-0.36464027,-0.62438154,3.1767535,1.9491659,3.7968397,1.2516551,3.2947469,0
700,-7.019073e-07,-349.85748,94.90049,-24.466722,19.386023,8.618164,-10.82103,-25.522812,-7.665159,-15.349474,1.3574035,-8.900642,-18.29924,-5.0214806,-5.795516,-8.429402,-7.0579515,-5.9323115,-3.8623488,-16.077787,-5.836291,-6.8463545,-6.806349,1.4935776,-4.046312,0.22033992,-2.082218,-0.33980715,-0.094710134,-1.3554491,1.1261446,-1.6978441,1.3609113,0.6434182,3.332736,1.8439803,3.9824295,3.210206,2.585365,2.6978426,5.421277,0.4339914,6.0240307,3.497935,3.180933,1.9873627,2.521455,0.8527743,0.28363034,0.16604325,-0.3543315,1
701,-1.4682321e-05,-285.7459,77.50286,-14.112684,26.768301,4.276009,-14.910908,-29.814104,-28.106325,-15.530563,-10.429125,-18.870907,5.132049,8.02653,2.225344,4.8900647,-2.1295264,-2.077179,-6.4912496,-14.14828,-5.154233,-0.04324525,-2.0176136,-3.9315884,-6.392652,-1.4038106,4.0546694,-0.6851587,4.8671494,1.6906866,5.2360826,4.0625477,5.685432,3.7269068,5.585981,5.0793295,7.4771423,2.9888163,5.1671863,5.7757745,4.232431,1.6556765,3.0310369,-1.1665202,2.1455092,-0.9100625,0.56413347,-2.9301214,1.5732332,-2.3306394,-0.040388666,0
702,-9.0279216e-05,-306.35162,100.24794,-15.047804,22.502401,-15.724523,-13.313304,-2.1357071,-14.912289,-9.457681,-11.591525,-10.149218,-4.587043,-3.9047341,-2.4432797,-1.0833052,-0.9185011,-6.0825934,-6.852219,-7.1442456,-2.6981554,-5.6247735,1.437922,0.71107364,4.014529,0.95976776,4.8773165,-0.24431485,1.7333872,1.4991803,2.1728156,-0.9127882,2.0575154,-0.893297,-3.7181616,-6.695285,-1.6755725,-0.7754045,-0.7062622,-2.912825,-1.5675484,-4.326187,-0.2786268,-4.123512,-4.118586,-5.335715,-1.80689,-0.27308849,-1.3041166,-0.4749439,-0.8276402,0
703,-2.472499e-05,-316.62543,73.9931,-80.66533,1.0095478,-23.433298,-17.57874,-21.398138,-4.1030235,-18.208052,9.513145,-13.100449,0.2900525,-6.7518454,-3.812595,-4.5329432,-1.3213334,-5.394536,-2.8966136,-4.1428647,0.733746,-5.3608537,-2.3319676,-4.216165,2.4552412,-7.1080728,-0.58403075,-4.85272,-2.1412225,-2.8899512,-1.7649187,-1.619871,1.9314889,0.719556,4.5133433,4.8852806,7.372132,4.4265494,4.2744575,3.5241132,7.525788,1.7770253,4.033037,-0.0011524911,-0.5424008,2.3959546,2.5418277,1.5545293,2.5272202,-0.8856782,2.37937,0
704,6.151609e-07,-335.7785,68.736336,-23.4179,19.756414,-14.433984,-18.01031,-23.73709,-9.964351,-15.295166,-3.367225,-12.873376,-11.663186,-3.6601584,-2.9002535,-11.645407,1.152592,-5.497415,-2.5593204,-13.621383,-7.2219367,-5.063787,-1.9824756,-5.039777,-4.3484306,-3.8684156,-4.5651298,-1.217682,-4.4748993,-5.5332475,4.670845,-0.20262468,5.7794924,6.5509186,4.5331817,3.8417246,-0.36835343,4.366078,3.4740393,6.3363175,3.9835842,0.05700716,0.87562,3.1240163,2.414323,0.9001233,3.0085309,0.46606854,0.66763663,1.084035,-0.07688821,1
705,1.042919e-06,-340.14575,115.492874,20.394081,15.918721,16.202633,-15.952231,-15.216663,-2.6497252,-15.027157,9.170023,-1.10799,-3.609353,2.2810464,5.1615524,6.0833225,1.4125688,3.1085527,7.3981485,-6.39262,7.0918665,1.6592646,-0.9680916,-2.4035687,2.866475,-2.0537527,3.7672858,-0.153893,1.5511614,0.10256982,4.0267053,-0.40639555,2.3873816,4.3468018,4.6573415,4.561348,4.5905733,1.9201555,4.0264034,1.0423157,4.8794312,-0.19638908,3.3425355,-0.9930737,0.08804969,-0.57066596,-0.79590464,-1.9610745,-1.3480818,-2.7885756,-0.36832708,0
706,-4.215826e-05,-286.0375,92.69882,13.626188,22.216293,21.608406,-0.9583712,2.6419568,-9.012405,-16.264921,11.01943,-8.261923,-2.650026,-1.231586,5.960107,-0.3127573,0.46575612,-6.685103,-1.2556835,-4.8493023,-1.1605767,-1.049817,-2.1604364,-5.2339177,3.6402416,-7.4352665,0.9575495,-4.4986343,5.3353715,-1.453073,3.670638,-0.7395326,1.3387716,-1.910005,0.21607661,-3.256658,-1.261647,-2.1248655,-0.25084355,-1.2829236,0.4045091,0.43055466,1.5686436,0.42621037,2.1740468,1.2527542,2.4309897,3.373386,3.2530067,3.3352113,4.006751,1
707,6.867923e-06,-275.5459,129.42758,-4.450955,11.895203,-4.9043875,9.752516,-6.604304,-4.269542,-12.074986,-0.4199631,-9.115002,-7.577226,-2.443907,-5.7688355,-11.35648,2.752965,-9.031091,-6.820781,-5.404034,-7.4445987,-10.642895,-2.9972975,-8.702856,-5.171575,-7.759172,-5.7574425,-8.270725,-4.224501,-6.971829,-4.5964317,-5.4053493,-5.3205566,-5.9200444,-3.2730398,-7.8317184,-5.2504086,-3.6148572,-6.8420925,-7.0518274,-3.7408473,-4.341809,-1.1279825,-0.7366772,1.2082658,1.743186,2.726592,-0.7212752,0.689965,-0.98131365,-1.8093994,1
708,-1.7825356e-05,-333.61078,141.12834,11.10468,15.761855,15.234013,2.488666,-0.4036845,-6.3596244,-3.4499452,-0.034660842,-5.932553,0.5176186,0.9618986,-0.8005037,-1.1755496,8.3694315,-3.686944,0.8737169,-1.6007813,1.0919935,-3.194195,-0.9953345,-2.2826645,-0.18760765,-3.2375288,0.50950193,-0.8558954,0.7738518,-1.4534026,0.29161745,-2.916027,1.5252674,-1.6646843,0.24603453,-2.4466434,-1.9864899,-1.396984,-0.598718,-0.46619222,0.2961795,-2.5169668,1.5059172,0.095335655,1.0542845,0.84849596,1.4284997,0.69038105,1.4582479,0.6930552,1.4417472,1
709,-2.6639925e-06,-287.4805,66.35696,12.716415,19.791496,-1.1536894,3.8393614,-14.02581,-17.529327,-9.9803,9.447851,-9.0597725,2.9466112,-10.818983,6.6493573,-17.11146,-1.4329884,-10.397897,-5.2810583,-9.742912,-10.0247755,-6.1725245,-7.841647,-4.9404254,-0.14660111,-5.068652,3.8644745,-0.71643776,4.6248975,0.96623635,6.0710554,1.641363,6.8585877,3.1890063,7.215462,3.124018,4.081221,-3.4106932,0.72477245,-2.5178645,-2.1006444,-3.489815,-1.7339777,-4.5708127,-3.9503012,-3.604162,-2.1007981,-2.2471526,-1.2911345,-2.063031,-1.5341817,0
710,0.00014625255,-369.94525,112.50493,-12.1352825,13.793338,-7.736742,3.6335866,8.395856,-6.0838413,-0.7675682,6.0815225,4.8606763,-0.9033221,-3.2014005,7.47186,-3.3433068,-0.7864902,-1.9183874,1.7407587,0.7589868,2.144002,4.4583035,-2.8656456,2.1583374,3.6432219,-1.2931192,8.996562,11.047613,10.470911,11.706456,9.976433,4.641983,1.0908104,1.7380573,4.4378753,4.9417043,3.6805325,-1.342248,1.7182472,1.0208539,2.0145319,-1.4162105,-2.4650998,-1.6822815,0.1838197,-0.5855637,0.29461235,-2.9973574,0.13584341,0.25374368,-0.8448623,0
711,0.00090923574,-317.7026,74.31803,14.5951395,14.263307,-19.498991,14.877404,-11.33714,11.289568,-26.342216,14.359901,-3.648956,-0.062160715,-5.166328,7.616893,-6.5632024,-1.0483391,-4.8048344,-1.705051,-5.609628,-5.0222883,0.6695911,1.8361461,-0.6336652,11.577173,-7.7104125,6.2136307,-4.035694,2.9130814,-0.8964531,4.5071917,-4.0245066,6.5488772,4.9753413,8.600154,0.22691569,-2.267469,-4.409081,3.2705872,1.7338406,4.6538544,-4.037272,2.1070707,1.0443519,3.2045596,0.60312855,2.1440043,-1.8167666,0.2069298,0.7176619,1.7728962,0
712,-7.085008e-08,-316.14636,112.88845,-4.5894194,29.650057,-12.014157,-34.33205,-22.32101,-0.11637125,-5.2045174,-7.2831554,-14.106445,6.54925,-6.8016405,3.1455927,-14.555577,-14.584717,3.5473895,-5.08378,-11.020928,-5.7776504,-0.21605475,-10.331961,-2.2499914,-6.553408,-9.512274,0.11481452,-1.2530869,-0.50756526,1.6969405,1.2015587,-4.4994226,0.51396596,-2.7225668,-1.2407728,3.3890698,-0.5818844,0.6464489,4.747586,1.0621564,6.8593564,4.1576967,3.7558756,2.65576,5.0566597,0.98392236,0.014727797,-1.696454,-1.5428942,-0.44255105,1.1642097,0
713,-0.00012834255,-299.63614,82.95425,-16.08588,32.791878,-23.579674,7.3679614,-2.9652488,0.13954142,-11.426408,-3.5187712,-21.587008,5.2111664,-5.657809,3.8548472,-6.3074546,1.9687457,-2.5760696,8.65495,-8.839957,-3.2335613,1.7507882,-6.133113,-1.3794395,0.89281523,-4.011526,-0.10472799,-2.2392626,-5.1878633,-3.6878777,1.9126197,-3.3327034,2.1702864,-2.0792668,-2.5581121,-2.9983711,0.028449599,-4.3136516,-0.7489522,0.0005411547,5.315758,2.2344217,2.991485,-0.4474679,1.7024813,-0.31165886,0.54403126,1.2877384,0.099342525,-0.27341363,0.66659683,1
714,-0.0002896014,-187.65138,102.69631,-16.920244,19.491919,11.2756,-11.497609,-17.06914,-31.584312,-5.9507976,2.2537644,-10.870294,5.5053115,-2.6816473,1.9944127,-9.647974,-4.371879,-12.658915,-1.4932647,-9.65844,1.3597093,-4.4157114,-6.038457,-3.497442,0.046537258,-8.627957,3.9307063,-0.15288989,5.6197505,-1.1626142,4.974332,1.3201267,5.832717,5.153102,8.175441,5.28189,5.467505,0.04100153,2.2536848,2.3847096,0.25379583,1.6063027,-1.2950042,-3.6652002,0.36016852,-0.15083694,-0.13853894,-3.028647,-1.0765134,-4.2241883,0.9774114,0
715,0.0007462492,-321.9645,104.13232,8.529518,35.95236,5.1382227,-3.3086295,-10.6680155,-11.135592,-6.172055,-4.256353,-6.4125586,-2.5939324,-5.619255,2.799055,-6.808292,-5.700679,-8.450682,-3.426674,-8.149281,-5.5858693,-6.050675,-2.2644758,-6.2361813,2.8228526,-3.4017906,-1.712955,-1.8217283,-1.6964296,-6.0868063,0.6037108,-3.3788261,6.9864664,8.003353,12.950476,10.491693,9.0373745,4.9235334,6.0938005,2.4354956,3.66592,-0.2824884,2.2570808,-0.02352881,0.92801994,-2.2990057,0.47912034,-3.3660378,-1.9213876,-3.9234169,0.48635912,0
716,-5.8537025e-06,-333.9305,111.821236,3.531617,7.576699,-0.87390345,9.1191,-16.922089,10.787575,-23.489979,11.257891,-12.06663,-5.8882732,2.3493862,0.29457408,1.8026798,-2.9843323,-1.8440425,-0.1618414,-5.9754705,-2.9832997,-1.7830299,-3.872915,-3.9936774,-2.0661426,-6.431124,-0.75285363,-2.1185908,-2.8250766,0.035724036,0.33427766,-0.82275796,1.9951422,2.1314864,2.2394786,2.2423894,4.3796883,3.1493876,6.1298466,2.9759595,3.6018047,2.575026,4.1622057,2.2137954,2.750969,2.4797935,3.4940324,1.2739516,1.8583366,1.989325,1.8952605,0
717,0.0007561878,-287.58615,120.18336,4.6655374,32.258305,-3.2532017,-3.9030406,-5.8434668,-10.159572,-4.8913803,-5.6754537,-5.157832,-7.495852,-7.2697263,-0.28811213,-11.514263,-8.360815,-9.985319,-5.514053,-10.557321,-3.8693638,-7.7794204,-5.0872397,-6.241805,-2.5248413,-6.602453,-4.523306,-1.770762,-0.3086343,-1.7030452,-0.7065873,-2.1395214,1.4458915,0.34140846,3.4185603,1.6461751,5.2210307,1.6275133,4.6742344,3.5614283,5.684021,3.5395484,7.0782537,4.915045,3.52307,0.05615337,0.71126395,-0.5889818,1.349441,-1.4037087,-1.2387373,0
718,-3.1520385e-06,-287.8699,116.7978,-0.35941282,36.708427,-1.935523,-0.54438144,-10.4498005,1.2192861,-12.12382,1.0730972,-10.439579,-9.383829,-5.1136236,-3.5774817,-11.48724,-5.440713,-18.098534,1.4380372,-8.415391,-1.9060296,-9.050306,-4.5213556,-5.235722,-8.601896,-8.823695,-1.1002938,-4.2517405,-9.086131,-1.9138649,-4.9169626,-9.037504,-0.74756366,-5.326524,-0.44559902,-6.925589,-1.4363658,-0.14109163,-0.98807,-1.5950853,-3.1265352,-7.115649,-1.9478056,-4.028355,-2.7545178,0.09519825,-4.683703,-4.153755,2.6232166,-3.4127529,1.4148821,1
719,1.5019772e-05,-330.97437,116.53786,-9.902986,55.038773,-19.19866,19.816751,-28.693592,-16.695467,3.3660548,-7.858599,2.5169225,-15.164345,1.0525522,-5.0895452,1.7711345,-2.4647033,-7.9326596,-0.8127032,-1.7239205,-1.685708,-8.953493,-0.8521015,-6.6970663,-6.0836635,-2.6885915,-6.6507974,-7.500199,-6.898015,-3.1015596,-7.078932,-0.46350324,-1.7354338,-5.707598,-3.2506597,-5.146643,-4.9826694,-7.1185904,-6.425696,-5.763445,-5.160263,-4.549635,-3.6422846,-2.067338,-3.1969712,-3.1941924,-1.9834713,-2.0301595,-1.5924498,-0.4729054,-0.97941387,1
720,-1.7420671e-06,-260.1205,108.49811,-2.8841388,28.023441,-24.272667,-3.021533,-1.8305562,3.6858635,-14.598438,7.546383,-7.6446695,-7.7543416,-3.2289305,-3.8760138,-8.4139595,-5.9422555,-19.221235,1.353265,-7.708693,-9.009838,-3.961692,-4.0939918,-10.023064,-4.0907283,-5.910126,-1.0522692,-4.556641,-4.132753,-1.7190541,-8.289011,-8.164597,0.9416475,-5.494736,-2.9251058,-4.854217,0.21565595,-5.1690865,-2.9600134,-4.152257,-7.0540824,-6.4041085,-1.6976267,-1.5381196,-0.84795684,-0.48101604,-0.8492932,1.6850619,0.16491069,-1.7920505,3.4062812,1
721,0.001269535,-283.45007,64.8548,27.935339,20.7173,8.165767,17.007593,-9.648069,19.197176,-12.746685,16.819807,-7.4455237,6.215995,-3.9550111,6.9098516,-3.3967288,2.2889965,-5.6365,0.52940446,-0.956458,-6.8592896,-0.8531645,2.5051506,-0.384252,14.383155,2.3430686,7.9188895,-0.8302422,0.15734737,-0.7680934,2.6634564,-1.058983,-0.16954285,-6.5671926,-0.07774213,-3.5081038,2.2549417,-0.27472183,1.7233139,2.7775233,7.107137,-0.9311761,-0.26341632,-4.7998238,1.7550277,1.1785342,4.9155293,1.496926,1.979194,-1.4462221,1.4087045,0
722,0.0005455499,-372.99966,93.97793,2.0461323,26.232664,1.7418343,0.65540576,-4.535062,-4.241077,-4.1100574,-2.1349537,-3.4648721,-4.100278,-4.419788,2.1383479,-4.0509424,-3.3827093,-5.587886,-0.40869313,-7.144431,-3.0191283,-1.5763627,-1.4198529,-2.5485384,2.6594925,-1.4111295,0.53129786,-1.1466187,0.6803397,-2.6803827,2.541507,-1.7324089,1.8334446,1.3999553,5.458799,3.9776266,3.817074,1.117527,0.67174846,0.33209977,2.2260864,0.29334754,1.7432493,0.1598711,1.5664996,0.3763818,1.2544513,-1.1842657,-0.758377,-2.296806,-0.452109,0
723,-2.3658076e-06,-317.80978,75.76814,17.408466,13.461531,-10.660215,-13.730799,-27.955631,-4.929344,-28.603619,-6.4410214,-1.7341712,-17.708458,-6.426394,1.5274495,-11.91093,-5.515768,-6.0191846,-5.124509,-12.571193,-5.0618663,-3.75897,-4.724641,-2.452951,-1.3555317,-6.1903396,0.8625282,2.419432,3.507504,7.16129,5.9224,0.117173806,5.022619,2.2598014,5.3091545,2.3143315,3.0409915,2.2794583,-0.60038626,1.8764229,5.436035,1.8297178,6.6928377,3.926013,3.9429018,1.7900193,2.0919533,0.36789107,-0.42157573,-0.85190773,0.3603985,1
724,-3.1569325e-05,-231.92969,119.908806,10.650717,26.351126,-3.0675902,0.70004743,-2.898765,-9.221959,-9.419253,-1.8004401,-14.148561,8.089981,-4.347349,-3.4868417,1.2408916,-1.3437078,-6.0029545,-1.784961,-14.014555,5.371709,-15.185034,-4.7682977,-5.5664062,-5.148773,-7.291893,-3.1159337,-5.928399,-2.1539588,-5.1451135,-1.2444782,-8.389978,-2.4778354,-6.075333,-0.96242976,-2.5144937,-1.355357,-1.036946,-1.1228315,-2.2818768,0.2317267,-0.62408745,1.6587309,-0.47166294,0.013884889,0.655898,1.3977946,1.6232975,2.194068,-0.43183357,-0.5440994,1
725,-7.8334114e-07,-278.38684,99.31123,2.8213658,35.50954,-3.184762,8.779842,-17.969578,-20.739054,-13.206375,5.0468454,-11.507913,3.5584004,-7.4759607,4.7793283,-20.353998,-0.5296907,-13.191574,-4.680008,-7.37,-5.7058935,-7.8691144,-8.983868,-5.454482,-5.2744536,-8.510807,0.542262,-6.51954,-8.3264885,2.3753448,-0.70100075,-1.1255612,6.927766,5.1890335,10.137651,9.145189,8.469652,6.6950574,4.8947854,0.30795923,1.1469731,-0.027883753,0.23206565,-3.4241524,-3.324132,-2.4582355,-1.7157832,-0.08976911,-1.1454515,-0.8433287,-1.4365296,0
726,2.8295062e-06,-273.37564,61.525066,8.515724,33.82141,-8.5318165,-1.5387692,-5.1481676,-23.194794,-14.956464,3.6075158,-12.05457,4.120012,-14.519093,2.4882364,-16.409435,-4.534432,-10.886203,-0.7246461,-10.630087,-0.7995012,-10.243153,-10.855814,-3.8746095,-2.638069,-8.655256,-3.9616377,-8.0326185,2.567849,3.0930693,9.167734,8.540421,14.449491,7.954217,8.983426,1.9620328,4.376546,-2.6909785,3.1436367,-2.6675088,-0.7648157,-3.8850212,-1.1537312,-2.9947374,-2.1464114,-4.3869305,-1.8422546,-3.2496262,-0.91730595,-3.0860038,-3.1604028,0
727,-1.6940294e-05,-309.18854,77.80312,-65.88254,-20.767075,-36.723003,-19.535429,-16.544308,-7.7004128,-16.008047,5.932002,-11.166129,-0.28940767,3.6924694,-4.1414022,-7.3242326,1.3177133,-10.250571,-12.995177,-5.863819,2.2992313,4.4045606,15.469125,12.979389,8.25879,0.42133278,-1.1533802,3.2556217,0.9843673,3.6962721,-3.66385,-4.0620003,-2.609899,1.1888952,-2.2934167,-3.097741,-3.100847,-3.7027843,-3.449483,-6.042321,-3.3692567,0.01611786,6.019557,4.2603683,1.7509907,4.1141667,2.2726972,-1.9909556,1.1250576,2.3934913,2.9678135,0
728,7.1519175e-06,-304.78012,77.45283,27.885923,53.480682,9.551123,16.76235,2.1213906,1.2493429,-0.6132174,1.7949446,-11.370613,2.7068655,-6.3359613,3.7400665,-0.70711136,6.7820377,-1.7652816,2.3973074,-5.184784,3.4873207,-8.211436,0.21739453,-6.1545744,-4.3892508,-3.9779,-2.3403828,-5.2475524,-0.29036745,-6.104394,-1.5958196,-4.0711756,-1.5476557,-7.5328155,-0.81931967,-6.7581654,-1.6453909,-3.403671,-1.3416651,-3.058139,-0.65884286,-3.1019917,-0.74768466,-2.5614343,-1.8127493,-3.6463668,-2.141665,-1.9382415,-0.61273175,-1.9702071,-1.8763962,1
729,8.2880274e-07,-317.63553,82.19604,-9.026711,20.691917,-6.9310365,-13.970248,-28.89263,-2.3141994,-31.30181,-1.3536967,-10.357996,-16.03335,-5.3119173,-2.3200672,-15.157506,-7.078137,-7.762331,-3.0243125,-12.593156,-5.1401224,-4.68892,-7.763845,-5.1602354,0.030140385,-1.6015999,4.4333506,4.917031,-0.19104743,2.4400601,-0.28445515,-1.4866968,3.577461,-0.038211938,0.37081966,-2.6527011,1.0862406,1.1792451,2.2527063,3.597014,7.399466,5.379414,8.498187,2.5625722,2.0365255,0.2601543,3.1020427,1.4205518,0.32724905,-0.3518489,-0.5874559,1
730,-5.598234e-05,-369.5129,118.81081,-22.123268,1.9394082,-19.312382,10.578724,9.805709,-9.982601,-7.730147,-0.3831977,-8.558663,6.50249,-5.3004713,9.8784685,-11.98801,-2.0435734,1.3413463,-11.426591,-8.945831,1.6043904,-3.1158743,-6.9711637,0.866413,-5.330641,-1.9836069,0.9496164,-3.7391076,-0.7750097,3.0220463,0.9061008,-7.0185256,0.6123034,-1.6248745,2.5191524,1.9046832,0.5495972,3.3314126,6.4139013,4.090192,4.506491,4.353138,3.8778853,7.1379995,5.7238836,-0.6503988,-0.3644801,1.8020585,-0.9369087,-1.7457881,0.018698396,0
731,-3.857116e-07,-295.44473,107.81266,-8.680291,10.069188,-16.732218,-28.92126,-21.141146,-4.546425,-10.81606,-8.430857,-8.174762,3.407763,-12.799177,4.0154405,-13.358553,-10.511546,-3.5849998,-9.755714,-3.8841808,-5.140549,-6.663334,-7.722239,-1.8149122,-1.7436563,-4.4220304,-3.0433733,-6.547439,-5.6671915,-5.1817575,1.7986366,2.053394,8.063534,7.6464677,8.61899,3.6982977,3.1925893,2.2298784,4.233002,3.6050766,2.2964435,0.43881568,1.7458822,-1.0212046,2.0354204,-2.3112562,-0.053258955,-1.1707119,0.4807066,-0.15939341,-2.2114367,0
732,1.500616e-05,-288.63388,60.462708,31.137989,32.837643,-2.4645364,32.64006,4.880031,-9.400433,-2.7587023,1.5878001,-5.0681615,1.9862765,-12.212311,3.979909,1.3441485,4.7311273,-2.0959368,5.022735,-8.80488,4.4822416,-11.217093,2.313976,-7.4668384,-4.847523,-5.573741,-1.9988253,-6.7346444,-3.0208669,-6.2319655,-1.1152176,-7.6917295,-0.55082464,-6.4537683,-0.21777366,-7.242731,-0.9396895,-5.8453364,-2.98781,-3.5957537,-1.3482447,-5.1830096,-2.0445998,-4.760707,-0.95130515,-3.1385236,-1.0613309,-3.6153886,-1.2934353,-2.0050006,-0.7577602,1
733,3.3670508e-06,-302.80875,60.673073,17.254335,28.700777,-0.6228138,3.6401937,-15.742618,-25.398943,-10.031247,5.6507406,-14.056364,3.6607494,-8.233879,5.5561886,-14.00573,-1.102472,-6.4174304,-5.6125684,-9.699789,-4.545413,-9.848038,-3.0260968,-1.0615869,6.7413783,1.4068463,5.870093,3.376298,5.6879706,3.743488,5.9259286,-0.18348666,6.1115785,0.7929036,4.4040833,0.019789578,2.2993326,-4.647815,-2.08419,-5.2508903,-2.739924,-5.4871664,-3.823067,-4.5114884,-3.2025304,-3.861977,-1.126264,-0.25600046,0.02420904,-1.022369,2.2442133,0
734,1.3782199e-05,-328.7662,117.247154,-12.153621,45.8969,-11.631108,21.679308,-20.07728,-15.961167,1.0753778,-6.3059316,0.2729421,-16.419668,2.3801785,-1.939661,-1.7887368,-3.3928385,-6.6841135,-2.2258122,-2.5184255,-2.4542263,-8.933308,-1.4218044,-5.230613,-5.94591,-3.4283395,-3.891296,-5.567919,-6.5715203,-2.385179,-7.5545845,-3.3250182,-4.7593713,-5.798123,-2.44506,-5.482127,-4.120678,-4.1048574,-3.5768623,-4.5108294,-2.3851225,-3.3747685,-5.3932233,-3.0167105,-2.8726258,-2.0249798,-2.0392742,-0.91223496,-1.0722138,-0.33560643,0.40705726,1
735,-1.6509544e-05,-323.5206,136.4471,-24.340302,43.552887,0.5749174,-6.212073,-6.825758,0.27454457,-7.1806517,-3.255249,-2.107979,-6.4166694,5.1819825,-9.070594,4.525803,-3.4586196,-6.4560404,2.8149266,-5.899287,-1.4984362,-3.478075,-1.2376353,-4.3277082,-1.3950366,-0.86083037,-2.9334655,-0.021573192,-1.8556522,0.26926473,-3.6003318,-1.3841776,-2.6509297,-2.7820625,-2.1458292,-4.816176,-2.3761652,-4.5992184,-2.4595733,-2.2626278,-1.1018991,-0.89026344,-0.7956869,0.69012773,-1.1741867,0.79341644,-0.57482445,1.1222061,1.9555136,2.086241,2.8471859,1
736,1.2190827e-05,-356.5885,111.10381,-7.518059,50.928295,-8.547659,14.690629,-20.373957,-13.291716,-0.29777908,-5.9389973,-1.7229172,-15.366458,1.6379879,-6.820949,-0.7594707,-0.6549804,-4.313987,0.54025155,-2.1333106,-1.8791376,-8.033881,-3.2883766,-7.1996593,-4.2068925,-1.9641267,-6.246134,-7.4856396,-7.2831383,-3.7753737,-7.254462,-2.915122,-6.156008,-5.0509133,-0.4197041,-5.1358643,-3.491613,-3.685079,-3.2805557,-4.781724,-5.2801037,-4.969264,-4.7460885,-2.8555331,-2.7726471,-0.45732898,-0.3730616,-2.1788356,-1.6391523,0.53537697,-2.0532138,1
737,-2.0515701e-05,-295.28717,62.65627,-68.85338,9.648104,-12.564927,-14.931106,-31.50649,-6.7028356,-15.643836,6.265881,-16.955572,-3.2353609,0.87677944,-1.2851161,-9.389301,-4.4020786,2.5507824,-4.504044,-8.155538,-0.017118355,-5.562076,-3.200951,-6.4726377,-0.7509288,-6.6624746,0.0018190726,-4.0177627,0.054854564,-2.96203,1.6581631,1.6575329,3.17226,2.6489666,5.848029,2.8374588,3.4333012,1.3009601,1.3238392,-0.9633376,4.0178037,-1.6355991,1.3609953,-0.67010826,3.1675322,1.6270964,3.0165744,-0.9228455,0.03144631,1.1841968,2.7297685,0
738,-9.462683e-06,-336.12424,70.00001,-35.192307,27.073248,5.6573906,0.08666664,-11.769935,-6.437018,12.361517,-2.4011538,-5.1407847,10.282849,-7.502734,8.463174,2.0956542,1.4373285,1.3739293,5.864524,-3.3725338,2.2376032,-2.297258,1.0728714,-3.955314,1.2632608,-3.251508,2.0195723,-1.3887972,3.3108582,3.5356143,3.3084981,-0.22279713,0.5891365,-1.9885758,1.3022208,-0.23583935,4.12153,5.5274053,7.123366,4.538766,6.5210896,1.1001607,2.025721,-0.89865136,0.13134362,-2.341737,-0.0145296585,-4.603919,-1.9422086,-3.9504511,0.30215165,0
739,2.5127736e-05,-315.0681,86.08644,4.6532364,8.539196,-2.8898437,-4.528585,-26.598345,-19.370346,-21.188814,2.8125377,-5.1044703,12.1078825,2.4701319,-7.5115685,-4.2109737,7.464401,-14.803264,-0.4040153,-6.856007,2.04143,-16.113008,-10.466963,3.9442601,2.0770671,-3.9627619,-2.6463213,-2.8207202,1.7448752,-6.5236406,-3.1341267,-0.2561385,-0.46084762,-6.94952,3.857116,-2.0146794,-2.2558289,0.49882743,-2.4954011,-4.2982736,-1.2666805,-2.8024712,-3.2453547,-3.9275463,1.9818573,-1.1682037,-1.3736081,-3.4485762,-0.54008013,-4.9277945,0.41588402,1
